Term,Academic Program,Descr,Student ID,Name,Course Code,Grade,Term GPA,Cumulative GPA,Repeat,Unit Taken
2232,AIE,Artificial Intelligence Engine,300428,Charles Miller,CSE211,B-,2.886,2.676,,3
2232,AIE,Artificial Intelligence Engine,300428,Charles Miller,LIB116,A-,2.886,2.676,REPF,2
2241,AIE,Artificial Intelligence Engine,300428,Charles Miller,AIE351,A-,3.554,2.753,,3
2241,AIE,Artificial Intelligence Engine,300428,Charles Miller,AIE493,A+,3.554,2.753,,3
2241,AIE,Artificial Intelligence Engine,300428,Charles Miller,ELE232,B+,3.554,2.753,,3
2241,AIE,Artificial Intelligence Engine,300428,Charles Miller,LAN211,B+,3.554,2.753,,2
2241,AIE,Artificial Intelligence Engine,300428,Charles Miller,MGT201,B+,3.554,2.753,,2
2201,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,CSE014,A,3.195,3.195,,3
2201,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,CSE013,B,3.195,3.195,,2
2201,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,LAN112,C+,3.195,3.195,,2
2201,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,MAT111,B,3.195,3.195,,3
2201,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,MAT123,B-,3.195,3.195,,3
2201,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,MEC011,A+,3.195,3.195,,3
2201,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,PHY212,B,3.195,3.195,,3
2202,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,CSE015,A-,2.421,2.808,,3
2202,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,CSE113,B-,2.421,2.808,,3
2202,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,CSE315,B+,2.421,2.808,,3
2202,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,LAN011,D+,2.421,2.808,,2
2202,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,MAT112,D,2.421,2.808,,3
2202,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,MAT131,D+,2.421,2.808,,3
2202,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,MGT222,A-,2.421,2.808,,2
2211,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,AIE111,B+,2.66,2.766,,3
2211,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,CSE111,B+,2.66,2.766,,3
2211,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,CSE131,B-,2.66,2.766,,3
2211,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,GEO217,F,2.66,2.766,EXCM,2
2211,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,MAT212,D+,2.66,2.766,,3
2211,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,MAT231,B-,2.66,2.766,,3
2212,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,AIE121,B-,3.11,2.86,,3
2212,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,AIE291,B-,3.11,2.86,,2
2212,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,CSE112,B,3.11,2.86,,4
2212,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,CSE221,B+,3.11,2.86,,3
2212,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,CSE251,A-,3.11,2.86,,3
2212,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,LAN022,S,3.11,2.86,,0
2212,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,LIB116,C+,3.11,2.86,,2
2212,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,MAT312,A-,3.11,2.86,,3
2221,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,AIE323,B,3.617,3.01,,3
2221,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,AIE231,B+,3.617,3.01,,3
2221,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,CSE233,A-,3.617,3.01,,3
2221,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,CSE281,A,3.617,3.01,,3
2221,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,CSE132,A-,3.617,3.01,,3
2221,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,CSE211,A,3.617,3.01,,3
2222,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,AIE241,A,3.45,3.083,,3
2222,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,AIE212,A,3.45,3.083,,3
2222,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,AIE213,B+,3.45,3.083,,3
2222,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,CSE234,B-,3.45,3.083,,3
2222,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,CSE261,B-,3.45,3.083,,3
2222,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,CSE344,A,3.45,3.083,,3
2222,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,PSC101,S,3.45,3.083,,0
2231,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,AIE392,B+,3.3,3.11,,2
2231,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,CSE363,A,3.3,3.11,,3
2231,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,CSE464,B+,3.3,3.11,,3
2231,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,ELE432,B,3.3,3.11,,3
2231,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,GEO217,B-,3.3,3.11,REPF,2
2231,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,MAT315,B+,3.3,3.11,,3
2232,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,AIE425,B+,3.09,3.109,,3
2232,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,CSE383,B,3.09,3.109,,3
2232,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,ELE233,W,3.09,3.109,,3
2232,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,LAN114,B+,3.09,3.109,,2
2232,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,MIL011,S,3.09,3.109,,0
2232,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,PHS021,B-,3.09,3.109,,2
2241,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,AIE351,B+,3.415,3.136,,3
2241,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,AIE493,A+,3.415,3.136,,3
2241,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,ELE232,B+,3.415,3.136,,3
2241,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,MGT201,B,3.415,3.136,,2
2241,AIE,Artificial Intelligence Engine,300187,Christopher Mitchell,SOC107,B+,3.415,3.136,,2
2201,AIE,Artificial Intelligence Engine,300084,Daniel Collins,CSE014,A+,3.492,3.492,,3
2201,AIE,Artificial Intelligence Engine,300084,Daniel Collins,CSE013,A,3.492,3.492,,2
2201,AIE,Artificial Intelligence Engine,300084,Daniel Collins,LAN112,A-,3.492,3.492,,2
2201,AIE,Artificial Intelligence Engine,300084,Daniel Collins,MAT111,F,3.492,3.492,EXCM,3
2201,AIE,Artificial Intelligence Engine,300084,Daniel Collins,MAT123,F,3.492,3.492,EXCM,3
2201,AIE,Artificial Intelligence Engine,300084,Daniel Collins,MEC011,A+,3.492,3.492,,3
2201,AIE,Artificial Intelligence Engine,300084,Daniel Collins,PHY212,C,3.492,3.492,,3
2202,AIE,Artificial Intelligence Engine,300084,Daniel Collins,CSE015,A-,2.906,3.169,,3
2202,AIE,Artificial Intelligence Engine,300084,Daniel Collins,CSE113,W,2.906,3.169,,3
2202,AIE,Artificial Intelligence Engine,300084,Daniel Collins,CSE315,B+,2.906,3.169,,3
2202,AIE,Artificial Intelligence Engine,300084,Daniel Collins,LAN011,C,2.906,3.169,,2
2202,AIE,Artificial Intelligence Engine,300084,Daniel Collins,MAT111,D,2.906,3.169,REPF,3
2202,AIE,Artificial Intelligence Engine,300084,Daniel Collins,MAT131,A-,2.906,3.169,,3
2202,AIE,Artificial Intelligence Engine,300084,Daniel Collins,MGT222,A-,2.906,3.169,,2
2203,AIE,Artificial Intelligence Engine,300084,Daniel Collins,MAT112,F,0.0,3.169,EXCM,3
2211,AIE,Artificial Intelligence Engine,300084,Daniel Collins,AIE111,B+,2.755,3.055,,3
2211,AIE,Artificial Intelligence Engine,300084,Daniel Collins,CSE111,B+,2.755,3.055,,3
2211,AIE,Artificial Intelligence Engine,300084,Daniel Collins,CSE131,C-,2.755,3.055,,3
2211,AIE,Artificial Intelligence Engine,300084,Daniel Collins,GEO217,B-,2.755,3.055,,2
2211,AIE,Artificial Intelligence Engine,300084,Daniel Collins,MAT212,F,2.755,3.055,EXCM,3
2211,AIE,Artificial Intelligence Engine,300084,Daniel Collins,MAT231,F,2.755,3.055,EXCM,3
2212,AIE,Artificial Intelligence Engine,300084,Daniel Collins,AIE121,C-,2.314,2.863,,3
2212,AIE,Artificial Intelligence Engine,300084,Daniel Collins,AIE291,C,2.314,2.863,,2
2212,AIE,Artificial Intelligence Engine,300084,Daniel Collins,CSE112,B-,2.314,2.863,,4
2212,AIE,Artificial Intelligence Engine,300084,Daniel Collins,CSE221,D+,2.314,2.863,EXCM,3
2212,AIE,Artificial Intelligence Engine,300084,Daniel Collins,CSE251,B+,2.314,2.863,,3
2212,AIE,Artificial Intelligence Engine,300084,Daniel Collins,LIB116,D+,2.314,2.863,,2
2212,AIE,Artificial Intelligence Engine,300084,Daniel Collins,MAT112,F,2.314,2.863,EXCM,3
2212,AIE,Artificial Intelligence Engine,300084,Daniel Collins,PSC101,S,2.314,2.863,,0
2221,AIE,Artificial Intelligence Engine,300084,Daniel Collins,AIE323,D+,1.74,2.619,,3
2221,AIE,Artificial Intelligence Engine,300084,Daniel Collins,AIE231,FW,1.74,2.619,,3
2221,AIE,Artificial Intelligence Engine,300084,Daniel Collins,CSE233,C-,1.74,2.619,,3
2221,AIE,Artificial Intelligence Engine,300084,Daniel Collins,CSE281,C-,1.74,2.619,,3
2221,AIE,Artificial Intelligence Engine,300084,Daniel Collins,CSE132,C-,1.74,2.619,,3
2221,AIE,Artificial Intelligence Engine,300084,Daniel Collins,CSE211,C+,1.74,2.619,,3
2222,AIE,Artificial Intelligence Engine,300084,Daniel Collins,ACC113,D+,1.705,2.422,,2
2222,AIE,Artificial Intelligence Engine,300084,Daniel Collins,AIE241,D,1.705,2.422,,3
2222,AIE,Artificial Intelligence Engine,300084,Daniel Collins,AIE212,B+,1.705,2.422,,3
2222,AIE,Artificial Intelligence Engine,300084,Daniel Collins,AIE392,C,1.705,2.422,,2
2222,AIE,Artificial Intelligence Engine,300084,Daniel Collins,CSE234,C-,1.705,2.422,,3
2222,AIE,Artificial Intelligence Engine,300084,Daniel Collins,CSE261,D+,1.705,2.422,,3
2222,AIE,Artificial Intelligence Engine,300084,Daniel Collins,CSE344,D+,1.705,2.422,,3
2223,AIE,Artificial Intelligence Engine,300084,Daniel Collins,MAT112,B-,2.7,2.431,REPF,3
2231,AIE,Artificial Intelligence Engine,300084,Daniel Collins,AIE231,D+,2.14,2.39,,3
2231,AIE,Artificial Intelligence Engine,300084,Daniel Collins,CSE221,A-,2.14,2.39,GRAI,3
2231,AIE,Artificial Intelligence Engine,300084,Daniel Collins,CSE113,D,2.14,2.39,,3
2231,AIE,Artificial Intelligence Engine,300084,Daniel Collins,LAN114,W,2.14,2.39,,2
2231,AIE,Artificial Intelligence Engine,300084,Daniel Collins,LAN021,S,2.14,2.39,,0
2231,AIE,Artificial Intelligence Engine,300084,Daniel Collins,MAT212,C,2.14,2.39,REPF,3
2231,AIE,Artificial Intelligence Engine,300084,Daniel Collins,MAT123,B-,2.14,2.39,REPF,3
2232,AIE,Artificial Intelligence Engine,300084,Daniel Collins,AIE314,B+,2.54,2.408,,3
2232,AIE,Artificial Intelligence Engine,300084,Daniel Collins,AIE425,C,2.54,2.408,,3
2232,AIE,Artificial Intelligence Engine,300084,Daniel Collins,CSE383,B,2.54,2.408,,3
2232,AIE,Artificial Intelligence Engine,300084,Daniel Collins,LAN211,B+,2.54,2.408,,2
2232,AIE,Artificial Intelligence Engine,300084,Daniel Collins,LAN114,C+,2.54,2.408,,2
2232,AIE,Artificial Intelligence Engine,300084,Daniel Collins,MAT312,F,2.54,2.408,EXCM,3
2232,AIE,Artificial Intelligence Engine,300084,Daniel Collins,PSC207,D,2.54,2.408,,2
2241,AIE,Artificial Intelligence Engine,300084,Daniel Collins,AIE351,D+,2.5,2.42,,3
2241,AIE,Artificial Intelligence Engine,300084,Daniel Collins,AIE493,A+,2.5,2.42,,3
2241,AIE,Artificial Intelligence Engine,300084,Daniel Collins,CSE363,A,2.5,2.42,,3
2241,AIE,Artificial Intelligence Engine,300084,Daniel Collins,ELE432,C,2.5,2.42,,3
2241,AIE,Artificial Intelligence Engine,300084,Daniel Collins,MAT312,C,2.5,2.42,REPF,3
2241,AIE,Artificial Intelligence Engine,300084,Daniel Collins,MAT231,C-,2.5,2.42,REPF,3
2241,AIE,Artificial Intelligence Engine,300084,Daniel Collins,MIL011,S,2.5,2.42,,0
2201,AIE,Artificial Intelligence Engine,300190,Matthew Hill,CSE014,A-,2.663,2.663,,3
2201,AIE,Artificial Intelligence Engine,300190,Matthew Hill,CSE013,B,2.663,2.663,,2
2201,AIE,Artificial Intelligence Engine,300190,Matthew Hill,LAN112,A-,2.663,2.663,,2
2201,AIE,Artificial Intelligence Engine,300190,Matthew Hill,MAT111,D,2.663,2.663,,3
2201,AIE,Artificial Intelligence Engine,300190,Matthew Hill,MAT123,D,2.663,2.663,,3
2201,AIE,Artificial Intelligence Engine,300190,Matthew Hill,MEC011,A-,2.663,2.663,,3
2201,AIE,Artificial Intelligence Engine,300190,Matthew Hill,PHY212,B,2.663,2.663,,3
2202,AIE,Artificial Intelligence Engine,300190,Matthew Hill,CSE015,B+,2.756,2.706,,3
2202,AIE,Artificial Intelligence Engine,300190,Matthew Hill,CSE113,B-,2.756,2.706,,3
2202,AIE,Artificial Intelligence Engine,300190,Matthew Hill,CSE315,B-,2.756,2.706,,3
2202,AIE,Artificial Intelligence Engine,300190,Matthew Hill,LAN011,B-,2.756,2.706,,2
2202,AIE,Artificial Intelligence Engine,300190,Matthew Hill,MAT112,F,2.756,2.706,EXCM,3
2202,AIE,Artificial Intelligence Engine,300190,Matthew Hill,MAT131,C,2.756,2.706,,3
2202,AIE,Artificial Intelligence Engine,300190,Matthew Hill,MGT222,B+,2.756,2.706,,2
2203,AIE,Artificial Intelligence Engine,300190,Matthew Hill,MAT112,B,3.0,2.729,REPF,3
2211,AIE,Artificial Intelligence Engine,300190,Matthew Hill,AIE111,C+,1.75,2.465,,3
2211,AIE,Artificial Intelligence Engine,300190,Matthew Hill,CSE111,F,1.75,2.465,EXCM,3
2211,AIE,Artificial Intelligence Engine,300190,Matthew Hill,CSE131,B,1.75,2.465,,3
2211,AIE,Artificial Intelligence Engine,300190,Matthew Hill,GEO217,D+,1.75,2.465,,2
2211,AIE,Artificial Intelligence Engine,300190,Matthew Hill,MAT212,D,1.75,2.465,,3
2211,AIE,Artificial Intelligence Engine,300190,Matthew Hill,MAT231,D,1.75,2.465,,3
2212,AIE,Artificial Intelligence Engine,300190,Matthew Hill,AIE121,C,2.488,2.471,,3
2212,AIE,Artificial Intelligence Engine,300190,Matthew Hill,AIE291,C+,2.488,2.471,,2
2212,AIE,Artificial Intelligence Engine,300190,Matthew Hill,CSE251,B,2.488,2.471,,3
2212,AIE,Artificial Intelligence Engine,300190,Matthew Hill,CSE111,B+,2.488,2.471,REPF,3
2212,AIE,Artificial Intelligence Engine,300190,Matthew Hill,LIB116,C-,2.488,2.471,,2
2212,AIE,Artificial Intelligence Engine,300190,Matthew Hill,MAT312,C+,2.488,2.471,,3
2212,AIE,Artificial Intelligence Engine,300190,Matthew Hill,PSC101,S,2.488,2.471,,0
2221,AIE,Artificial Intelligence Engine,300190,Matthew Hill,AIE323,C+,2.617,2.501,,3
2221,AIE,Artificial Intelligence Engine,300190,Matthew Hill,AIE231,C+,2.617,2.501,,3
2221,AIE,Artificial Intelligence Engine,300190,Matthew Hill,CSE233,B-,2.617,2.501,,3
2221,AIE,Artificial Intelligence Engine,300190,Matthew Hill,CSE281,B-,2.617,2.501,,3
2221,AIE,Artificial Intelligence Engine,300190,Matthew Hill,CSE132,B-,2.617,2.501,,3
2221,AIE,Artificial Intelligence Engine,300190,Matthew Hill,CSE211,B,2.617,2.501,,3
2222,AIE,Artificial Intelligence Engine,300190,Matthew Hill,AIE241,C,2.333,2.472,,3
2222,AIE,Artificial Intelligence Engine,300190,Matthew Hill,AIE212,C+,2.333,2.472,,3
2222,AIE,Artificial Intelligence Engine,300190,Matthew Hill,AIE213,B-,2.333,2.472,,3
2222,AIE,Artificial Intelligence Engine,300190,Matthew Hill,CSE234,B-,2.333,2.472,,3
2222,AIE,Artificial Intelligence Engine,300190,Matthew Hill,CSE261,D+,2.333,2.472,,3
2222,AIE,Artificial Intelligence Engine,300190,Matthew Hill,CSE344,B,2.333,2.472,,3
2222,AIE,Artificial Intelligence Engine,300190,Matthew Hill,DVA014,W,2.333,2.472,,2
2231,AIE,Artificial Intelligence Engine,300190,Matthew Hill,AIE322,B,3.075,2.553,,3
2231,AIE,Artificial Intelligence Engine,300190,Matthew Hill,CSE363,B+,3.075,2.553,,3
2231,AIE,Artificial Intelligence Engine,300190,Matthew Hill,CSE464,B-,3.075,2.553,,3
2231,AIE,Artificial Intelligence Engine,300190,Matthew Hill,ELE432,B,3.075,2.553,,3
2231,AIE,Artificial Intelligence Engine,300190,Matthew Hill,LAN114,B+,3.075,2.553,,2
2231,AIE,Artificial Intelligence Engine,300190,Matthew Hill,LAN021,S,3.075,2.553,,0
2231,AIE,Artificial Intelligence Engine,300190,Matthew Hill,SOC107,B+,3.075,2.553,,2
2232,AIE,Artificial Intelligence Engine,300190,Matthew Hill,CSE383,B+,3.153,2.627,,3
2232,AIE,Artificial Intelligence Engine,300190,Matthew Hill,CSE112,A,3.153,2.627,,4
2232,AIE,Artificial Intelligence Engine,300190,Matthew Hill,CSE221,C,3.153,2.627,,3
2232,AIE,Artificial Intelligence Engine,300190,Matthew Hill,ELE233,C+,3.153,2.627,,3
2232,AIE,Artificial Intelligence Engine,300190,Matthew Hill,MGT201,A-,3.153,2.627,,2
2232,AIE,Artificial Intelligence Engine,300190,Matthew Hill,MGT102,A-,3.153,2.627,,2
2232,AIE,Artificial Intelligence Engine,300190,Matthew Hill,MIL011,S,3.153,2.627,,0
2241,AIE,Artificial Intelligence Engine,300190,Matthew Hill,AIE351,C,2.836,2.643,,3
2241,AIE,Artificial Intelligence Engine,300190,Matthew Hill,AIE493,A-,2.836,2.643,,3
2241,AIE,Artificial Intelligence Engine,300190,Matthew Hill,AIE392,B,2.836,2.643,,2
2241,AIE,Artificial Intelligence Engine,300190,Matthew Hill,PHY211,B-,2.836,2.643,,3
2201,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,CSE014,D,1.381,1.381,,3
2201,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,CSE013,C-,1.381,1.381,,2
2201,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,LAN112,C+,1.381,1.381,,2
2201,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,MAT111,F,1.381,1.381,EXCM,3
2201,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,MAT123,D,1.381,1.381,,3
2201,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,MEC011,D,1.381,1.381,,3
2201,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,PHY212,C-,1.381,1.381,,3
2202,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,CSE015,W,2.286,1.803,,3
2202,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,CSE113,B-,2.286,1.803,,3
2202,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,CSE315,B,2.286,1.803,,3
2202,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,LAN011,D,2.286,1.803,,2
2202,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,MAT111,B+,2.286,1.803,REPF,3
2202,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,MAT131,D,2.286,1.803,,3
2202,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,MGT222,F,2.286,1.803,EXCM,2
2211,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,CSE131,F,2.569,2.035,EXCM,3
2211,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,CSE015,A-,2.569,2.035,,3
2211,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,GEO217,B-,2.569,2.035,,2
2211,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,MAT212,B+,2.569,2.035,,3
2211,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,MAT231,D,2.569,2.035,,3
2211,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,MGT222,C,2.569,2.035,REPF,2
2212,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,AIE111,B,3.15,2.171,,3
2212,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,AIE291,FW,3.15,2.171,,2
2212,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,CSE251,FW,3.15,2.171,,3
2212,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,CSE111,B+,3.15,2.171,,3
2212,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,LAN022,S,3.15,2.171,,0
2212,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,LIB116,F,3.15,2.171,EXCM,2
2212,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,MAT112,F,3.15,2.171,EXCM,3
2213,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,MAT112,B+,3.3,2.237,REPF,3
2221,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,CSE131,D+,2.144,2.215,REPF,3
2221,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,CSE233,B-,2.144,2.215,,3
2221,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,CSE281,C+,2.144,2.215,,3
2221,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,CSE211,C,2.144,2.215,,3
2221,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,LAN114,B-,2.144,2.215,,2
2221,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,PHS061,C,2.144,2.215,,2
2222,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,AIE121,C+,2.25,2.221,,3
2222,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,CSE112,B+,2.25,2.221,,4
2222,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,CSE132,D,2.25,2.221,,3
2222,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,CSE221,B+,2.25,2.221,,3
2222,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,MAT312,D,2.25,2.221,,3
2222,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,PSC101,S,2.25,2.221,,0
2231,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,AIE322,A,3.329,2.408,,3
2231,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,AIE323,A-,3.329,2.408,,3
2231,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,AIE231,B+,3.329,2.408,,3
2231,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,CSE261,A-,3.329,2.408,,3
2231,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,CSE234,C-,3.329,2.408,,3
2231,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,LIB116,A-,3.329,2.408,REPF,2
2232,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,AIE212,A-,3.163,2.511,,3
2232,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,AIE213,C-,3.163,2.511,,3
2232,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,AIE241,B+,3.163,2.511,,3
2232,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,AIE291,B+,3.163,2.511,,2
2232,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,CSE383,B+,3.163,2.511,,3
2232,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,MGT201,A,3.163,2.511,,2
2233,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,AIE392,B+,3.3,2.524,,2
2241,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,AIE351,C+,2.865,2.573,,3
2241,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,AIE493,A+,2.865,2.573,,3
2241,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,CSE363,A-,2.865,2.573,,3
2241,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,CSE464,B-,2.865,2.573,,3
2241,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,ELE232,C-,2.865,2.573,,3
2241,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,ELE432,B-,2.865,2.573,,3
2241,AIE,Artificial Intelligence Engine,300182,Anthony Garcia,MGT102,B,2.865,2.573,,2
2201,AIE,Artificial Intelligence Engine,300108,Mark Adams,CSE014,F,0.25,0.25,EXCM,3
2201,AIE,Artificial Intelligence Engine,300108,Mark Adams,CSE013,F,0.25,0.25,EXCM,2
2201,AIE,Artificial Intelligence Engine,300108,Mark Adams,LAN112,D,0.25,0.25,,2
2201,AIE,Artificial Intelligence Engine,300108,Mark Adams,MAT111,F,0.25,0.25,EXCM,3
2201,AIE,Artificial Intelligence Engine,300108,Mark Adams,MAT123,F,0.25,0.25,,3
2201,AIE,Artificial Intelligence Engine,300108,Mark Adams,MEC011,F,0.25,0.25,,3
2201,AIE,Artificial Intelligence Engine,300108,Mark Adams,PHY212,F,0.25,0.25,EXCM,3
2202,AIE,Artificial Intelligence Engine,300108,Mark Adams,CSE014,D,1.371,0.773,REPF,3
2202,AIE,Artificial Intelligence Engine,300108,Mark Adams,CSE315,F,1.371,0.773,EXCM,3
2202,AIE,Artificial Intelligence Engine,300108,Mark Adams,LAN011,C+,1.371,0.773,,2
2202,AIE,Artificial Intelligence Engine,300108,Mark Adams,MAT111,F,1.371,0.773,EXCM,3
2202,AIE,Artificial Intelligence Engine,300108,Mark Adams,MAT131,F,1.371,0.773,EXCM,3
2202,AIE,Artificial Intelligence Engine,300108,Mark Adams,MGT222,D,1.371,0.773,,2
2203,AIE,Artificial Intelligence Engine,300108,Mark Adams,CSE015,F,3.3,1.194,EXCM,3
2203,AIE,Artificial Intelligence Engine,300108,Mark Adams,PHY212,B+,3.3,1.194,REPF,3
2211,AIE,Artificial Intelligence Engine,300108,Mark Adams,CSE131,F,1.0,1.146,EXCM,3
2211,AIE,Artificial Intelligence Engine,300108,Mark Adams,CSE015,D,1.0,1.146,REPF,3
2211,AIE,Artificial Intelligence Engine,300108,Mark Adams,MAT111,F,1.0,1.146,EXCM,3
2211,AIE,Artificial Intelligence Engine,300108,Mark Adams,MAT131,D,1.0,1.146,REPF,3
2212,AIE,Artificial Intelligence Engine,300108,Mark Adams,AIE111,D,1.0,1.106,,3
2212,AIE,Artificial Intelligence Engine,300108,Mark Adams,AIE291,F,1.0,1.106,EXCM,2
2212,AIE,Artificial Intelligence Engine,300108,Mark Adams,CSE315,D,1.0,1.106,REPF,3
2212,AIE,Artificial Intelligence Engine,300108,Mark Adams,CSE111,F,1.0,1.106,EXCM,3
2212,AIE,Artificial Intelligence Engine,300108,Mark Adams,LAN022,S,1.0,1.106,,0
2212,AIE,Artificial Intelligence Engine,300108,Mark Adams,MAT111,D,1.0,1.106,REPF,3
2213,AIE,Artificial Intelligence Engine,300108,Mark Adams,MAT112,C,2.0,1.181,,3
